               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 766,            0.010474,           0.0054889,             0.03346,             0.56265,             0.87543,             0.89849,             0.84227,           0.0035446,           0.0019461,            0.010949,           0.0024265,           0.0024265,           0.0024265
                 767,            0.010323,           0.0056417,            0.033663,             0.56796,             0.87127,              0.8773,             0.84381,           0.0031584,           0.0019797,            0.010933,           0.0024166,           0.0024166,           0.0024166
                 768,             0.01017,           0.0053112,            0.035168,             0.59169,              0.8507,             0.88943,             0.85764,           0.0032318,           0.0020252,            0.010966,           0.0024067,           0.0024067,           0.0024067
                 769,             0.01107,           0.0055007,            0.032745,             0.57951,             0.85872,             0.89671,             0.88094,           0.0034516,           0.0020449,            0.011055,           0.0023968,           0.0023968,           0.0023968
                 770,            0.010168,           0.0059205,            0.032639,             0.58605,             0.85725,             0.88903,             0.86355,           0.0031381,           0.0020191,             0.01096,           0.0023869,           0.0023869,           0.0023869
                 771,           0.0098874,           0.0054348,            0.032464,             0.56519,             0.87657,             0.87689,             0.86136,            0.002979,           0.0020065,            0.010964,            0.002377,            0.002377,            0.002377
                 772,            0.010683,           0.0053428,            0.032313,             0.57241,             0.85217,             0.88919,             0.86177,           0.0029051,           0.0020735,            0.011003,           0.0023671,           0.0023671,           0.0023671
                 773,            0.010826,           0.0052744,            0.033579,             0.57891,             0.84822,             0.90238,             0.88353,           0.0032945,           0.0021459,            0.011034,           0.0023572,           0.0023572,           0.0023572
                 774,           0.0099671,           0.0051888,            0.031246,             0.57713,             0.85102,             0.88733,              0.8595,           0.0030485,           0.0020747,            0.010963,           0.0023473,           0.0023473,           0.0023473
                 775,            0.010125,           0.0057047,             0.03335,             0.62659,             0.81502,             0.91103,             0.89137,           0.0033954,           0.0020303,            0.010856,           0.0023374,           0.0023374,           0.0023374
                 776,           0.0096559,           0.0052586,            0.033545,              0.5836,             0.86053,             0.89566,             0.87673,           0.0029338,           0.0020199,            0.010783,           0.0023275,           0.0023275,           0.0023275
                 777,            0.010024,           0.0051639,            0.030632,             0.58297,             0.84971,             0.90011,             0.86632,           0.0028129,           0.0020266,            0.010724,           0.0023176,           0.0023176,           0.0023176
                 778,            0.009796,           0.0053024,            0.032066,             0.58048,             0.85863,             0.91022,             0.89008,           0.0030128,           0.0020173,            0.010693,           0.0023077,           0.0023077,           0.0023077
                 779,           0.0095849,           0.0052017,            0.030613,             0.56404,             0.86899,             0.91589,             0.87422,           0.0030915,            0.001984,            0.010665,           0.0022978,           0.0022978,           0.0022978
                 780,            0.010198,           0.0052083,            0.031744,             0.58931,             0.84419,                0.89,             0.83336,           0.0033354,           0.0019075,            0.010623,           0.0022879,           0.0022879,           0.0022879
                 781,                0.01,           0.0051162,            0.029807,             0.62225,             0.81859,             0.88757,             0.84963,           0.0031173,           0.0018113,            0.010614,            0.002278,            0.002278,            0.002278
                 782,            0.010825,           0.0056355,            0.035009,             0.60177,             0.84015,             0.90739,             0.89257,           0.0028466,           0.0018232,            0.010611,           0.0022681,           0.0022681,           0.0022681
                 783,            0.010376,           0.0052533,            0.029417,             0.58474,             0.86062,             0.86654,             0.83993,           0.0029182,           0.0018731,            0.010579,           0.0022582,           0.0022582,           0.0022582
                 784,            0.010172,           0.0051411,            0.034408,             0.59023,             0.85589,             0.89162,             0.87358,            0.002723,           0.0019343,            0.010566,           0.0022483,           0.0022483,           0.0022483
                 785,           0.0097479,           0.0050078,            0.030902,             0.58516,             0.87164,             0.90399,              0.8684,            0.002991,            0.001997,            0.010529,           0.0022384,           0.0022384,           0.0022384
                 786,           0.0096583,           0.0055172,            0.032123,             0.55857,             0.89268,             0.89146,             0.87083,           0.0030738,           0.0020315,            0.010522,           0.0022285,           0.0022285,           0.0022285
                 787,            0.009916,            0.005426,            0.030685,             0.56061,             0.88772,             0.88822,             0.85081,           0.0030814,           0.0020345,            0.010534,           0.0022186,           0.0022186,           0.0022186
                 788,            0.010169,           0.0050423,            0.031861,             0.56465,             0.88779,             0.90035,             0.88482,           0.0027059,           0.0020329,            0.010537,           0.0022087,           0.0022087,           0.0022087
                 789,            0.010352,           0.0051315,            0.030084,             0.57495,             0.88293,              0.9048,             0.88882,            0.002995,           0.0020062,            0.010526,           0.0021988,           0.0021988,           0.0021988
                 790,            0.010052,           0.0050795,            0.029729,             0.56525,              0.8878,             0.91451,             0.90019,           0.0030614,           0.0019714,            0.010513,           0.0021889,           0.0021889,           0.0021889
                 791,           0.0096902,           0.0052705,            0.031534,             0.57947,             0.88293,             0.88539,             0.86944,           0.0031529,           0.0019069,            0.010463,            0.002179,            0.002179,            0.002179
                 792,            0.010952,           0.0052556,            0.035177,             0.58657,             0.87805,             0.89971,             0.88456,           0.0031973,           0.0018563,            0.010415,           0.0021691,           0.0021691,           0.0021691
                 793,            0.010523,           0.0053041,            0.031164,             0.59041,             0.89258,             0.89752,             0.86282,           0.0034879,           0.0018336,            0.010368,           0.0021592,           0.0021592,           0.0021592
                 794,           0.0095778,           0.0052437,            0.030453,             0.59136,             0.88137,              0.8955,             0.87706,           0.0028336,           0.0018228,            0.010336,           0.0021493,           0.0021493,           0.0021493
                 795,            0.011182,           0.0054846,            0.034446,             0.58327,             0.88671,              0.8959,             0.86217,           0.0030293,           0.0018822,            0.010295,           0.0021394,           0.0021394,           0.0021394
                 796,           0.0094047,           0.0052399,            0.031057,             0.58881,             0.88078,             0.90035,             0.87596,           0.0028522,           0.0019303,            0.010235,           0.0021295,           0.0021295,           0.0021295
                 797,           0.0093231,           0.0052004,            0.030468,              0.5697,             0.88641,             0.89995,             0.87245,           0.0032289,           0.0019554,            0.010212,           0.0021196,           0.0021196,           0.0021196
                 798,           0.0091945,           0.0053957,             0.03004,             0.57393,             0.87587,             0.88903,             0.87204,           0.0031072,           0.0019182,            0.010259,           0.0021097,           0.0021097,           0.0021097
                 799,           0.0097737,           0.0054966,            0.031782,             0.58543,             0.87444,              0.8951,             0.85837,           0.0029865,           0.0019043,            0.010265,           0.0020998,           0.0020998,           0.0020998
                 800,           0.0096515,           0.0051413,            0.028669,              0.5991,              0.8589,             0.86638,             0.84389,           0.0029767,           0.0019166,            0.010258,           0.0020899,           0.0020899,           0.0020899
                 801,            0.010459,           0.0055515,             0.02996,             0.58143,             0.87024,             0.88782,             0.86876,           0.0028855,            0.001942,            0.010256,             0.00208,             0.00208,             0.00208
                 802,           0.0097067,           0.0053459,            0.032549,              0.5911,             0.86002,              0.8951,             0.88078,           0.0026315,            0.001918,            0.010257,           0.0020701,           0.0020701,           0.0020701
                 803,           0.0091507,           0.0053941,            0.029882,             0.61169,             0.85412,             0.88498,             0.86812,           0.0027982,           0.0019276,            0.010264,           0.0020602,           0.0020602,           0.0020602
                 804,           0.0092077,           0.0052945,            0.030669,             0.59962,             0.85961,             0.90116,              0.8826,           0.0026782,           0.0019633,            0.010235,           0.0020503,           0.0020503,           0.0020503
                 805,            0.010065,           0.0053053,             0.03064,             0.58485,             0.87232,             0.90577,             0.88587,           0.0028194,           0.0020105,            0.010166,           0.0020404,           0.0020404,           0.0020404
                 806,           0.0095226,           0.0049808,            0.031248,             0.57633,             0.89268,             0.89364,             0.85787,           0.0031046,           0.0019764,            0.010114,           0.0020305,           0.0020305,           0.0020305
                 807,           0.0095895,           0.0052013,            0.032853,             0.58039,             0.89268,             0.88151,             0.86233,            0.002734,            0.001951,             0.01007,           0.0020206,           0.0020206,           0.0020206
                 808,           0.0088173,           0.0050336,            0.029395,             0.58373,             0.87805,             0.89768,             0.86937,           0.0028674,           0.0019823,            0.010018,           0.0020107,           0.0020107,           0.0020107
                 809,           0.0098333,           0.0051009,            0.031176,              0.5954,             0.85854,             0.89526,             0.87146,           0.0028489,           0.0019782,           0.0099875,           0.0020008,           0.0020008,           0.0020008
                 810,           0.0097137,           0.0050834,            0.028848,             0.60767,             0.84878,             0.89243,             0.86005,           0.0028752,            0.001889,           0.0099824,           0.0019909,           0.0019909,           0.0019909
                 811,           0.0093258,           0.0052161,             0.02899,             0.61891,              0.8439,             0.88555,             0.87575,           0.0027777,           0.0018127,           0.0099918,            0.001981,            0.001981,            0.001981
                 812,           0.0090588,           0.0050954,            0.030589,             0.61785,             0.84878,             0.89485,             0.87922,           0.0025864,           0.0017928,            0.010004,           0.0019711,           0.0019711,           0.0019711
                 813,            0.009196,            0.005056,            0.030911,             0.60511,             0.86341,             0.90052,              0.8878,           0.0026597,           0.0018852,            0.010007,           0.0019612,           0.0019612,           0.0019612
                 814,           0.0091639,           0.0049177,             0.02869,             0.60061,             0.86341,             0.90213,             0.88286,           0.0025632,            0.001969,           0.0099953,           0.0019513,           0.0019513,           0.0019513
                 815,            0.010056,           0.0057908,            0.032033,              0.5921,             0.87317,              0.8993,             0.88295,           0.0026147,           0.0019705,           0.0099808,           0.0019414,           0.0019414,           0.0019414
                 816,           0.0096722,           0.0051504,            0.030695,             0.59157,             0.87317,             0.88029,             0.85001,           0.0029762,           0.0019002,           0.0099582,           0.0019315,           0.0019315,           0.0019315
                 817,           0.0099506,           0.0052984,            0.030304,             0.58927,             0.86829,             0.88272,             0.86216,           0.0026463,           0.0019002,           0.0099094,           0.0019216,           0.0019216,           0.0019216
                 818,           0.0097042,           0.0054367,            0.029959,             0.55256,             0.89756,             0.89485,             0.85852,           0.0029093,           0.0019427,            0.009889,           0.0019117,           0.0019117,           0.0019117
                 819,           0.0092976,           0.0051666,            0.027387,             0.56961,              0.8878,             0.90173,             0.88303,           0.0027818,           0.0019415,           0.0098558,           0.0019018,           0.0019018,           0.0019018
                 820,           0.0093562,           0.0048107,            0.030588,             0.54532,             0.90645,             0.90618,             0.88084,           0.0028039,           0.0019754,           0.0098011,           0.0018919,           0.0018919,           0.0018919
                 821,            0.010004,           0.0053142,            0.029794,             0.59151,             0.86092,             0.89647,             0.87162,           0.0027456,           0.0020595,           0.0097886,            0.001882,            0.001882,            0.001882
                 822,           0.0093597,            0.005431,            0.031573,             0.55587,             0.90732,             0.89647,             0.87016,           0.0028608,           0.0021015,           0.0097594,           0.0018721,           0.0018721,           0.0018721
                 823,           0.0093869,           0.0049855,             0.03126,             0.59782,             0.86687,              0.8989,             0.86992,           0.0028607,           0.0021226,           0.0097051,           0.0018622,           0.0018622,           0.0018622
                 824,           0.0087365,           0.0051548,            0.029942,             0.61894,              0.8519,             0.89647,             0.87429,           0.0026807,           0.0021005,            0.009684,           0.0018523,           0.0018523,           0.0018523
                 825,           0.0094933,           0.0053739,            0.030094,              0.6109,             0.85366,             0.89566,             0.86929,           0.0028379,           0.0021265,           0.0096906,           0.0018424,           0.0018424,           0.0018424
                 826,           0.0090934,           0.0050718,            0.028756,             0.59708,             0.87805,             0.91184,             0.89243,           0.0027502,           0.0021794,           0.0096636,           0.0018325,           0.0018325,           0.0018325
                 827,           0.0095533,           0.0054604,            0.028928,             0.59253,              0.8829,             0.89202,             0.86216,           0.0027503,           0.0021854,           0.0096308,           0.0018226,           0.0018226,           0.0018226
                 828,           0.0090153,           0.0052083,            0.029831,             0.59573,             0.87192,              0.9086,             0.88966,           0.0025704,           0.0021604,           0.0096203,           0.0018127,           0.0018127,           0.0018127
                 829,           0.0093975,           0.0060074,            0.031545,             0.57934,              0.8863,              0.9082,             0.87482,           0.0029525,           0.0021506,           0.0095961,           0.0018028,           0.0018028,           0.0018028
                 830,           0.0094999,           0.0053976,            0.032444,             0.58881,             0.87568,             0.90335,             0.88044,            0.002887,           0.0022071,           0.0095843,           0.0017929,           0.0017929,           0.0017929
                 831,           0.0093789,           0.0047479,            0.029252,             0.58909,             0.88049,             0.88959,             0.85188,           0.0028013,           0.0022335,           0.0095742,            0.001783,            0.001783,            0.001783
                 832,           0.0084756,            0.005019,            0.029876,             0.59145,             0.88899,             0.91508,             0.88173,           0.0027288,           0.0021987,           0.0095632,           0.0017731,           0.0017731,           0.0017731
                 833,           0.0095502,           0.0053081,            0.031263,             0.58532,             0.90008,             0.89768,             0.85779,           0.0031695,           0.0021131,           0.0095382,           0.0017632,           0.0017632,           0.0017632
                 834,           0.0095113,           0.0053174,            0.031471,             0.58805,             0.89458,             0.89404,             0.87948,           0.0026534,            0.002005,           0.0095062,           0.0017533,           0.0017533,           0.0017533
                 835,           0.0091135,            0.005269,            0.029987,             0.59052,             0.89341,             0.89647,             0.88118,           0.0028724,           0.0019885,           0.0094793,           0.0017434,           0.0017434,           0.0017434
                 836,            0.008614,           0.0052458,            0.028914,             0.59887,             0.87838,             0.89647,             0.88361,           0.0027196,           0.0019138,           0.0094644,           0.0017335,           0.0017335,           0.0017335
                 837,           0.0090526,           0.0053381,             0.03023,             0.59738,             0.87996,              0.9086,             0.88628,           0.0029093,           0.0018747,           0.0094422,           0.0017236,           0.0017236,           0.0017236
                 838,           0.0095609,           0.0051052,            0.030903,             0.58984,              0.8959,             0.89647,             0.87245,           0.0028865,           0.0018935,           0.0094164,           0.0017137,           0.0017137,           0.0017137
                 839,            0.009201,           0.0054556,            0.030389,             0.58413,              0.9019,             0.91831,             0.88725,           0.0028021,           0.0019415,           0.0094152,           0.0017038,           0.0017038,           0.0017038
                 840,           0.0087787,           0.0050574,             0.02858,             0.58915,             0.89519,              0.8989,             0.87851,           0.0025868,           0.0019548,           0.0094187,           0.0016939,           0.0016939,           0.0016939
                 841,           0.0098377,           0.0050924,            0.031331,              0.5969,             0.88203,             0.92341,             0.90205,           0.0027237,           0.0018733,           0.0094136,            0.001684,            0.001684,            0.001684
                 842,           0.0097317,           0.0053231,            0.029902,             0.59973,              0.8844,              0.8989,             0.88448,           0.0028731,           0.0017879,            0.009391,           0.0016741,           0.0016741,           0.0016741
                 843,            0.008777,           0.0049195,            0.029815,             0.60783,             0.87877,             0.91613,             0.89841,           0.0028337,            0.001738,           0.0093484,           0.0016642,           0.0016642,           0.0016642
                 844,           0.0089947,           0.0049379,            0.027968,             0.61174,             0.87403,             0.91855,             0.90618,           0.0029251,           0.0017502,           0.0093117,           0.0016543,           0.0016543,           0.0016543
                 845,           0.0086685,           0.0052347,            0.030262,             0.61203,             0.87414,             0.90318,             0.88086,           0.0026118,           0.0017557,           0.0092988,           0.0016444,           0.0016444,           0.0016444
                 846,           0.0093141,            0.005066,            0.031007,             0.61419,             0.87361,             0.91265,             0.89168,           0.0025889,           0.0017376,           0.0092808,           0.0016345,           0.0016345,           0.0016345
                 847,           0.0086683,           0.0048592,            0.029319,             0.63121,             0.86829,             0.90699,             0.87809,           0.0027284,           0.0017717,            0.009264,           0.0016246,           0.0016246,           0.0016246
                 848,           0.0086315,           0.0047325,            0.027551,              0.6222,             0.86899,             0.90941,             0.88529,           0.0027306,           0.0018049,           0.0092492,           0.0016147,           0.0016147,           0.0016147
                 849,           0.0085324,           0.0049365,            0.029531,             0.61409,             0.86264,             0.91831,             0.88456,           0.0027511,           0.0018245,           0.0092457,           0.0016048,           0.0016048,           0.0016048
                 850,           0.0089735,           0.0049783,            0.028319,             0.62663,             0.85366,             0.90375,             0.87955,           0.0027386,           0.0018479,           0.0092449,           0.0015949,           0.0015949,           0.0015949
                 851,           0.0095694,           0.0051568,            0.032054,             0.62368,             0.85366,             0.91831,             0.88319,           0.0027311,           0.0018786,           0.0091968,            0.001585,            0.001585,            0.001585
                 852,           0.0093611,           0.0050383,            0.028253,             0.61685,              0.8711,             0.89243,              0.8811,           0.0025448,           0.0018934,           0.0091582,           0.0015751,           0.0015751,           0.0015751
                 853,           0.0095402,           0.0049097,            0.032982,             0.60507,             0.88205,             0.90213,             0.88328,           0.0026073,           0.0019109,           0.0091394,           0.0015652,           0.0015652,           0.0015652
                 854,           0.0085451,           0.0047889,            0.028979,             0.59661,             0.88751,             0.90173,             0.88652,           0.0026971,           0.0019178,           0.0091226,           0.0015553,           0.0015553,           0.0015553
                 855,           0.0088552,            0.005215,            0.027122,             0.58666,             0.90244,             0.89267,             0.87022,           0.0027297,           0.0019124,           0.0091066,           0.0015454,           0.0015454,           0.0015454
                 856,           0.0083877,           0.0049309,            0.027192,             0.59575,             0.90025,             0.89631,             0.88207,           0.0025997,           0.0018702,           0.0090769,           0.0015355,           0.0015355,           0.0015355
                 857,           0.0091146,           0.0050836,            0.029788,             0.58709,             0.90453,             0.91572,             0.87333,           0.0031153,            0.001823,           0.0090527,           0.0015256,           0.0015256,           0.0015256
                 858,           0.0084309,           0.0048923,            0.027692,             0.59701,             0.89656,             0.90157,             0.88701,           0.0024323,           0.0017803,           0.0090414,           0.0015157,           0.0015157,           0.0015157
                 859,           0.0082735,           0.0049146,            0.028949,             0.61471,              0.8855,             0.92098,             0.89768,           0.0024476,            0.001773,           0.0090503,           0.0015058,           0.0015058,           0.0015058
                 860,           0.0088197,           0.0050607,            0.029714,             0.62013,             0.88088,             0.91855,             0.88943,            0.002815,           0.0018046,           0.0090511,           0.0014959,           0.0014959,           0.0014959
                 861,           0.0098393,           0.0050451,            0.030134,              0.5986,             0.89756,             0.90399,              0.8517,            0.003453,           0.0019065,           0.0090347,            0.001486,            0.001486,            0.001486
                 862,           0.0095433,           0.0053139,            0.031331,             0.61405,              0.8828,             0.90844,             0.88029,           0.0027471,            0.001931,           0.0090207,           0.0014761,           0.0014761,           0.0014761
                 863,            0.009244,           0.0051381,             0.02817,             0.62104,             0.87748,             0.90925,             0.88159,           0.0026856,            0.001988,           0.0089824,           0.0014662,           0.0014662,           0.0014662
                 864,            0.008332,           0.0048338,            0.026686,             0.61291,             0.88458,             0.90157,             0.87778,           0.0025197,           0.0020157,           0.0089402,           0.0014563,           0.0014563,           0.0014563
                 865,           0.0086938,           0.0050268,            0.029645,             0.61718,             0.88594,             0.90076,             0.86169,           0.0029628,           0.0020828,           0.0088972,           0.0014464,           0.0014464,           0.0014464
                 866,           0.0087816,           0.0051405,            0.027832,             0.61242,             0.89718,              0.9137,             0.88392,            0.002593,           0.0020923,           0.0088753,           0.0014365,           0.0014365,           0.0014365
                 867,           0.0087469,           0.0051779,            0.029733,             0.61195,             0.89211,             0.91855,             0.88077,           0.0026478,           0.0021242,           0.0088609,           0.0014266,           0.0014266,           0.0014266
                 868,           0.0088505,           0.0053392,            0.027506,             0.61177,             0.88641,             0.90804,             0.87142,           0.0026501,           0.0021413,           0.0088667,           0.0014167,           0.0014167,           0.0014167
                 869,           0.0083588,            0.005175,            0.030476,             0.62025,             0.87491,             0.90804,             0.85443,           0.0030635,            0.002199,           0.0088601,           0.0014068,           0.0014068,           0.0014068
                 870,           0.0089381,           0.0050808,            0.028572,             0.63144,             0.87317,             0.91734,             0.88465,           0.0025446,           0.0021388,           0.0088644,           0.0013969,           0.0013969,           0.0013969
                 871,           0.0081408,           0.0051153,            0.028198,             0.62944,             0.86829,             0.90602,             0.87058,           0.0027027,           0.0020294,           0.0088734,            0.001387,            0.001387,            0.001387
                 872,           0.0084965,           0.0044898,            0.028835,             0.62002,             0.87317,              0.8955,             0.87633,           0.0024337,           0.0019235,           0.0088808,           0.0013771,           0.0013771,           0.0013771
                 873,           0.0085406,           0.0050782,            0.029045,             0.61723,             0.87317,             0.89833,             0.87803,           0.0024397,           0.0018695,            0.008907,           0.0013672,           0.0013672,           0.0013672
                 874,           0.0085049,           0.0049673,             0.02949,             0.60787,             0.87805,             0.91411,             0.90108,           0.0023904,           0.0018508,           0.0089148,           0.0013573,           0.0013573,           0.0013573
                 875,             0.00818,           0.0048804,             0.02836,             0.60614,             0.87805,             0.90238,             0.87479,           0.0025258,           0.0018755,           0.0088996,           0.0013474,           0.0013474,           0.0013474
                 876,           0.0081324,           0.0049194,            0.030993,             0.59937,             0.88293,             0.90238,             0.87285,           0.0024275,           0.0018713,           0.0088667,           0.0013375,           0.0013375,           0.0013375
                 877,           0.0081637,           0.0047352,            0.028229,              0.6064,             0.88293,             0.91815,             0.85619,           0.0032176,            0.001938,           0.0087874,           0.0013276,           0.0013276,           0.0013276
                 878,           0.0084778,           0.0052248,            0.027759,             0.61648,             0.88293,             0.91775,             0.88555,           0.0024896,           0.0019019,           0.0087456,           0.0013177,           0.0013177,           0.0013177
                 879,            0.008829,           0.0051987,            0.028014,             0.61429,             0.88293,              0.9222,             0.87956,           0.0027735,           0.0019223,           0.0087066,           0.0013078,           0.0013078,           0.0013078
                 880,           0.0081492,           0.0051215,            0.028398,             0.61393,             0.89373,             0.91047,             0.88454,           0.0024388,           0.0018862,            0.008682,           0.0012979,           0.0012979,           0.0012979
                 881,           0.0079054,           0.0048134,             0.02783,              0.6115,             0.89015,              0.9133,             0.90367,           0.0024393,           0.0019017,            0.008673,            0.001288,            0.001288,            0.001288
                 882,           0.0079755,           0.0048933,            0.027913,             0.61652,             0.88569,             0.90521,             0.89696,            0.002344,           0.0019113,           0.0086495,           0.0012781,           0.0012781,           0.0012781
                 883,           0.0080514,           0.0050166,             0.02612,              0.6142,             0.88631,             0.91006,              0.8921,           0.0023253,           0.0019269,            0.008614,           0.0012682,           0.0012682,           0.0012682
                 884,           0.0080553,           0.0049617,            0.027564,             0.61049,             0.88175,             0.92462,             0.90594,           0.0023875,           0.0019213,           0.0085816,           0.0012583,           0.0012583,           0.0012583
                 885,           0.0080673,           0.0048094,            0.028872,             0.61501,             0.88175,             0.91977,             0.89768,           0.0024966,           0.0018989,           0.0085648,           0.0012484,           0.0012484,           0.0012484
                 886,           0.0079525,           0.0047179,            0.026984,              0.6156,             0.86772,             0.90197,              0.8904,           0.0023278,            0.001895,           0.0085753,           0.0012385,           0.0012385,           0.0012385
                 887,            0.008565,           0.0048798,            0.028183,             0.62592,             0.86163,             0.90197,             0.89178,           0.0024048,           0.0019267,             0.00858,           0.0012286,           0.0012286,           0.0012286
                 888,           0.0084145,           0.0049662,            0.029482,             0.63292,             0.85924,             0.91127,             0.90545,           0.0023124,           0.0019152,           0.0085581,           0.0012187,           0.0012187,           0.0012187
                 889,            0.008648,           0.0051211,            0.025778,             0.60802,             0.87642,             0.91087,             0.90052,           0.0021731,           0.0018448,           0.0085523,           0.0012088,           0.0012088,           0.0012088
                 890,           0.0079854,           0.0050908,            0.029905,             0.60457,             0.87752,             0.91249,             0.89712,            0.002242,           0.0018114,           0.0085335,           0.0011989,           0.0011989,           0.0011989
                 891,           0.0078589,            0.005075,            0.028071,              0.6431,             0.84585,             0.90763,             0.89356,           0.0024391,           0.0018111,           0.0085003,            0.001189,            0.001189,            0.001189
                 892,           0.0075859,           0.0045774,            0.026385,             0.57762,              0.9122,             0.91411,             0.89785,           0.0024341,           0.0018069,           0.0084644,           0.0011791,           0.0011791,           0.0011791
                 893,           0.0076842,           0.0051388,            0.025343,             0.61183,             0.87917,             0.91168,             0.88722,           0.0025581,           0.0018309,           0.0084824,           0.0011692,           0.0011692,           0.0011692
                 894,            0.008747,            0.005019,            0.028535,             0.62039,             0.87709,             0.90278,             0.88852,           0.0024155,            0.001822,           0.0084995,           0.0011593,           0.0011593,           0.0011593
                 895,           0.0075146,           0.0049762,            0.027518,             0.63407,             0.86009,             0.92179,             0.90931,           0.0024634,           0.0017952,           0.0084933,           0.0011494,           0.0011494,           0.0011494
                 896,           0.0076836,           0.0045954,            0.027508,              0.6296,             0.86591,             0.92584,             0.91249,           0.0025184,           0.0017455,           0.0084777,           0.0011395,           0.0011395,           0.0011395
                 897,           0.0086141,            0.005192,            0.029125,             0.61469,             0.88309,             0.91411,             0.89421,           0.0022996,           0.0017338,           0.0084663,           0.0011296,           0.0011296,           0.0011296
                 898,           0.0074399,           0.0049521,            0.029432,             0.61138,             0.87841,             0.91734,             0.89283,            0.002394,           0.0017955,           0.0084573,           0.0011197,           0.0011197,           0.0011197
                 899,           0.0082406,           0.0048645,            0.028926,             0.61301,             0.88214,              0.9222,             0.90594,           0.0022197,           0.0018104,           0.0084468,           0.0011098,           0.0011098,           0.0011098
                 900,           0.0076885,            0.004806,            0.026172,             0.61109,             0.87843,             0.91491,             0.90254,           0.0021923,           0.0018041,           0.0084445,           0.0010999,           0.0010999,           0.0010999
                 901,           0.0073549,           0.0045825,            0.025743,             0.59879,             0.89353,             0.90278,             0.87706,           0.0025831,           0.0018208,           0.0084245,             0.00109,             0.00109,             0.00109
                 902,           0.0081253,           0.0050061,            0.027022,             0.59359,             0.89876,             0.90399,             0.88895,            0.002343,           0.0018392,           0.0084179,           0.0010801,           0.0010801,           0.0010801
                 903,           0.0078847,           0.0049468,            0.029565,             0.59447,               0.898,             0.91653,             0.90683,           0.0021171,           0.0018552,           0.0084183,           0.0010702,           0.0010702,           0.0010702
                 904,           0.0076847,           0.0045255,            0.025631,             0.57132,             0.91401,             0.92867,             0.91508,           0.0022074,            0.001865,           0.0084261,           0.0010603,           0.0010603,           0.0010603
                 905,           0.0077066,           0.0046999,            0.027258,             0.57156,              0.9185,             0.90642,             0.89671,            0.002171,            0.001821,             0.00843,           0.0010504,           0.0010504,           0.0010504
                 906,           0.0076373,           0.0048553,            0.027976,             0.57125,             0.92683,             0.89914,             0.87463,           0.0023331,           0.0018046,           0.0084054,           0.0010405,           0.0010405,           0.0010405
                 907,           0.0074361,           0.0046123,            0.025254,             0.55904,             0.93171,              0.9222,             0.90205,           0.0022868,           0.0017856,           0.0083691,           0.0010306,           0.0010306,           0.0010306
                 908,           0.0072646,           0.0051206,            0.025623,             0.57005,             0.92683,             0.90521,             0.88021,            0.002411,           0.0017827,           0.0083273,           0.0010207,           0.0010207,           0.0010207
                 909,            0.007145,           0.0047432,             0.02536,             0.55694,             0.94146,             0.90278,             0.88676,           0.0023249,           0.0017654,           0.0083058,           0.0010108,           0.0010108,           0.0010108
                 910,            0.007776,            0.005043,            0.028798,             0.55618,             0.94146,             0.91734,             0.90715,           0.0023365,           0.0017547,           0.0083136,           0.0010009,           0.0010009,           0.0010009
                 911,           0.0070181,           0.0046246,            0.024329,             0.56539,             0.92683,             0.92705,             0.91467,           0.0025046,           0.0017819,           0.0083027,            0.000991,            0.000991,            0.000991
                 912,           0.0075093,           0.0044434,             0.02638,             0.59365,             0.91159,             0.93433,             0.92486,           0.0026782,            0.001802,           0.0082839,           0.0009811,           0.0009811,           0.0009811
                 913,           0.0078531,           0.0049997,            0.027939,              0.6024,             0.89489,             0.91977,             0.91249,           0.0023744,           0.0018109,           0.0082902,           0.0009712,           0.0009712,           0.0009712
                 914,            0.006923,           0.0046502,            0.024844,             0.60743,             0.88385,             0.91168,             0.89938,           0.0023976,            0.001847,           0.0082968,           0.0009613,           0.0009613,           0.0009613
                 915,           0.0070681,           0.0048835,            0.027907,              0.6055,             0.88944,             0.90359,             0.89129,           0.0023561,           0.0018663,           0.0082987,           0.0009514,           0.0009514,           0.0009514
                 916,           0.0066651,           0.0046306,            0.027652,             0.60285,             0.89514,             0.90359,              0.8879,           0.0022579,           0.0018694,           0.0082945,           0.0009415,           0.0009415,           0.0009415
                 917,           0.0072495,           0.0050036,            0.024656,             0.60922,             0.89167,              0.9044,             0.88579,           0.0022966,            0.001868,           0.0082886,           0.0009316,           0.0009316,           0.0009316
                 918,           0.0076537,           0.0046352,            0.027132,             0.59393,             0.91654,             0.91896,              0.9006,           0.0022424,           0.0018668,             0.00828,           0.0009217,           0.0009217,           0.0009217
                 919,           0.0072625,           0.0048012,             0.02813,             0.58758,             0.92195,             0.92381,             0.89526,           0.0024735,           0.0018935,           0.0082792,           0.0009118,           0.0009118,           0.0009118
